,index,Track,Artist,Danceability,Energy,Key,Loudness,Mode,Valence,Tempo,Time Signature,Target
4723,5513,Tabula Rasa: Ludus (excerpt),Arvo Pärt,0.318,0.269,9,-19.672,0,0.0395,123.97,4,0
4724,4515,Tainted,Slum Village Featuring Dwele,0.915,0.442,9,-6.321,0,0.65,92.81,4,1
4725,4709,Tairah - Villa Mix,Rexanthony,0.759,0.948,2,-10.198,1,0.101,141.692,4,0
4726,3427,Take A Bow,Rihanna,0.697,0.467,9,-7.536,1,0.572,82.081,4,1
4727,2426,Take A Break,Scooter,0.519,0.945,4,-6.302,0,0.103,142.033,4,0
4728,1561,Take A Message,Remy Shand,0.655,0.611,10,-6.54,1,0.555,80.035,4,1
4729,5115,Take A Picture,Filter,0.541,0.775,2,-8.041,1,0.271,98.992,4,1
4730,3189,Take It Like a Man,Christian Borle,0.442,0.315,11,-11.254,1,0.385,135.319,4,0
4731,3366,Take It To Da House,Trick Daddy Featuring The SNS Express,0.935,0.781,6,-5.795,0,0.918,123.894,4,1
4732,1281,Take Me As I Am,Mary J. Blige,0.599,0.565,11,-4.663,0,0.576,82.251,4,1
4733,2861,Take Me Away,Fefe Dobson,0.588,0.916,1,-4.573,0,0.768,110.045,4,1
4734,1352,Take Me Home,Terror Squad,0.81,0.794,11,-4.848,0,0.834,131.058,4,1
4735,3724,Take Me On The Floor,The Veronicas,0.61,0.9,11,-2.304,0,0.621,139.969,4,1
4736,5552,Take Me Out,Franz Ferdinand,0.278,0.676,9,-8.821,1,0.494,104.545,4,1
4737,3622,Take Me There,Rascal Flatts,0.499,0.857,4,-4.501,1,0.324,83.977,4,1
4738,936,Take My Breath Away,Jessica Simpson,0.568,0.607,7,-6.006,1,0.405,99.692,4,1
4739,4759,Take The Night Off,Sick Of It All,0.314,0.992,7,-2.723,0,0.203,95.692,4,0
4740,5547,Take Ya Home,Lil Bow Wow,0.855,0.831,1,-3.333,0,0.942,93.972,4,1
4741,1261,Take You Down,Chris Brown,0.387,0.64,11,-5.817,0,0.617,59.989,4,1
4742,5321,Take You Home,Angie Martinez Featuring Kelis,0.595,0.639,7,-3.159,1,0.7,95.912,4,1
4743,5671,Take You Out,Luther Vandross,0.752,0.575,8,-5.254,1,0.569,86.004,4,1
4744,198,Take You There,Sean Kingston,0.752,0.921,5,-4.321,0,0.634,115.033,4,1
4745,192,Take Your Time (Coming Home),fun.,0.436,0.746,2,-5.301,1,0.301,132.06,4,0
4746,5707,Takin' It To The Streets,Taylor Hicks,0.624,0.832,0,-6.78,1,0.783,145.071,4,1
4747,1151,Taking Rap Back - Instrumental,Funky DL,0.706,0.653,10,-9.211,1,0.532,192.016,5,0
4748,5348,Taking You Home,Don Henley,0.569,0.498,4,-6.63,0,0.0891,72.344,4,1
4749,237,Tal Vez,Ricky Martin,0.512,0.615,11,-5.318,1,0.193,115.884,4,1
4750,2550,"Tales of Endurance, Pt. 4, 5 & 6",Supergrass,0.297,0.501,7,-14.485,1,0.161,95.571,4,0
4751,4661,Talisman,Clubroot,0.62,0.72,0,-7.443,1,0.344,136.995,4,0
4752,4429,Talk About Our Love,Brandy Featuring Kanye West,0.511,0.589,5,-6.179,0,0.757,100.814,4,1
4753,5771,Talkin' To Me,Amerie,0.744,0.406,8,-6.378,0,0.725,89.942,4,1
4754,1178,Tambourine,Eve,0.82,0.854,1,-4.153,1,0.574,102.623,4,1
4755,3352,Tambourine - N - Thyme,Nana Grizol,0.486,0.763,0,-5.524,1,0.539,111.94,4,0
4756,3024,Tango del Pecado,Calle 13,0.764,0.749,4,-6.118,0,0.813,87.861,4,0
4757,3582,Tapio,Heavy Metal Perse,0.267,0.927,6,-3.954,1,0.355,166.461,4,0
4758,2569,Tappety Tippety,David Rovics,0.644,0.654,2,-8.242,1,0.963,125.016,4,0
4759,668,Taste of Blood,Slaughter Lord,0.191,0.989,11,-10.553,0,0.0377,85.219,4,0
4760,3418,Taste the Metal,Dead Man's Hand,0.498,0.977,2,-5.973,1,0.409,130.079,4,0
4761,988,Tattoo,Jordin Sparks,0.566,0.766,2,-5.036,1,0.547,168.005,4,1
4762,166,Tattoos Fade,World / Inferno Friendship Society,0.293,0.877,9,-6.469,1,0.584,69.219,4,0
4763,153,Taxidermist,False Prophets,0.137,0.853,11,-8.79,0,0.252,187.209,4,0
4764,2590,Te Quiero,Flex,0.536,0.598,1,-9.608,1,0.465,83.946,4,1
4765,1322,Tear It Up,"Yung Wun Featuring DMX, Lil' Flip & David Banner",0.678,0.94,4,-3.144,0,0.643,180.92,4,1
4766,1703,Teardrops On My Guitar,Taylor Swift,0.626,0.44,10,-6.942,1,0.259,99.962,4,1
4767,3880,Tearin' It Up,Gramatik,0.843,0.889,9,-4.385,0,0.556,106.938,4,0
4768,5185,Tears In The Typing Pool,Broadcast,0.318,0.149,9,-13.001,0,0.368,145.913,1,0
4769,3256,Techno Dream,Shades of Rhythm,0.725,0.752,10,-12.972,0,0.134,130.797,4,0
4770,227,Techno Dup,Marc Smith,0.654,0.943,8,-6.127,1,0.691,165.992,4,0
4771,1592,Techno-Logic-Kill,Donnybrook,0.329,0.918,4,-4.05,0,0.622,91.031,4,0
4772,1634,Teenage Love Affair,Alicia Keys,0.636,0.826,11,-4.668,1,0.679,87.665,4,1
4773,4441,Teenagers,My Chemical Romance,0.463,0.857,4,-3.063,1,0.856,111.647,4,1
4774,1717,Telephone,Lady Gaga Featuring Beyonce,0.824,0.836,3,-5.903,1,0.716,122.014,4,1
4775,1845,Tell Her,Lonestar,0.607,0.619,4,-6.34,0,0.323,133.996,4,1
4776,3161,Tell Me Baby,Red Hot Chili Peppers,0.695,0.993,0,-3.114,1,0.281,107.951,4,1
4777,4733,Tell Me Something Bad About Tulsa,George Strait,0.619,0.42,2,-8.261,1,0.254,129.623,4,1
4778,2531,Tell Me When To Go,E-40 Featuring Keak Da Sneak,0.857,0.751,1,-7.086,1,0.293,106.888,4,1
4779,5693,Temperature,Sean Paul,0.951,0.6,0,-4.675,0,0.822,125.04,4,1
4780,1907,Temptation (Traditional Folk),Rajhesh Vaidhya,0.57,0.484,0,-9.192,1,0.629,149.937,3,0
4781,5259,Tempted To Touch,Rupee,0.819,0.825,2,-7.012,0,0.939,105.988,4,1
4782,891,Tempting Time,Animals As Leaders,0.17,0.931,1,-5.176,0,0.102,170.097,4,0
4783,631,Ten,Parts & Labor,0.0858,0.929,6,-5.755,1,0.12,169.809,4,0
4784,2884,Ten Rounds With Jose Cuervo,Tracy Byrd,0.681,0.864,2,-7.839,1,0.931,127.079,4,1
4785,1257,Tendency,Jan Jelinek,0.751,0.468,6,-14.386,1,0.469,123.014,4,0
4786,1046,Tenhi - Folk Aesthetic Version,Tenhi,0.378,0.232,8,-19.513,0,0.151,88.85,4,0
4787,207,Tequila Makes Her Clothes Fall Off,Joe Nichols,0.664,0.706,2,-7.045,1,0.681,93.968,4,1
4788,1934,Tera Pyar Ja Hunda Janda Hai,Kartar Ramla,0.457,0.392,8,-13.23,1,0.827,171.696,4,0
4789,2491,Tere Bina,A.R. Rahman,0.744,0.7,2,-7.663,1,0.866,144.043,4,0
4790,921,Tere Dar Pe Aya Hoon (remastered),Talat Mahmood,0.265,0.183,8,-22.961,0,0.577,80.74,4,0
4791,1430,Tere Ishq Mein,Gulzar,0.495,0.385,2,-11.0,1,0.288,148.219,4,0
4792,1416,Tere Sang Pyar Main,Lata Mangeshkar,0.469,0.803,7,-3.673,0,0.581,83.395,4,0
4793,750,"Terzett, Op. 10: II. Dreher",Joseph Küffner,0.502,0.0526,0,-22.677,1,0.325,84.49,4,0
4794,4487,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,0.739,0.828,10,-5.079,0,0.745,168.091,4,1
4795,1401,Thaalam - Version 1,Job Kurian,0.621,0.508,3,-5.657,0,0.487,92.564,4,0
4796,493,Thaalam - Version 2,Job Kurian,0.323,0.333,3,-10.069,0,0.297,170.073,4,0
4797,1827,Thamaranoolinal,G Venugopal,0.44,0.274,9,-10.898,0,0.409,149.971,3,0
4798,387,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,0.472,0.532,10,-5.882,1,0.152,129.777,4,1
4799,1551,Thank You,Dido,0.722,0.595,1,-9.928,0,0.738,79.98,4,1
4800,3728,Thank You For Loving Me,Bon Jovi,0.385,0.342,2,-7.749,1,0.131,132.864,4,1
4801,4693,Thank You In Advance,Boyz II Men,0.695,0.416,1,-6.456,1,0.225,119.97,4,1
4802,4489,That Famous Ol' Spiced,Alestorm,0.209,0.969,1,-3.922,1,0.368,159.341,4,0
4803,4557,That Girl,Marques Houston,0.683,0.552,10,-5.139,1,0.519,98.946,4,1
4804,2139,That Other Woman,Changing Faces,0.677,0.481,7,-5.613,0,0.246,134.01,4,1
4805,3767,That Song In My Head,Julianne Hough,0.496,0.84,0,-2.528,1,0.746,185.978,4,1
4806,4404,That'd Be Alright,Alan Jackson,0.672,0.731,2,-8.791,1,0.913,134.376,4,1
4807,667,That's How Country Boys Roll,Billy Currington,0.677,0.919,2,-3.009,1,0.902,120.961,4,1
4808,4674,That's Just Jessie,Kevin Denney,0.492,0.685,5,-6.046,1,0.376,172.115,4,1
4809,4224,That's Not My Name,The Ting Tings,0.755,0.901,9,-3.152,1,0.959,145.042,4,1
4810,1135,That's The Kind Of Mood I'm In,Patty Loveless,0.698,0.628,11,-6.359,1,0.669,126.394,4,1
4811,4299,That's Us/Wild Combination,Arthur Russell,0.66,0.406,1,-13.341,0,0.447,137.635,4,0
4812,2932,That's What I Love About Sunday,Craig Morgan,0.6,0.56,8,-6.311,1,0.417,139.469,4,1
4813,4209,That's What I'm Looking For,Da Brat,0.929,0.728,1,-5.524,1,0.961,130.076,4,1
4814,2430,That's What It's All About,Brooks & Dunn,0.515,0.901,9,-3.063,1,0.289,118.378,4,1
4815,1173,That's What She Gets For Loving Me,Brooks & Dunn,0.635,0.572,9,-4.49,1,0.285,127.206,4,1
4816,5036,That's What You Get,Paramore,0.528,0.831,8,-3.607,1,0.632,131.094,3,1
4817,3184,That's When I Love You,Phil Vassar,0.552,0.831,10,-4.819,1,0.604,111.061,4,1
4818,3030,Thatwamaria - Reeti Gowla - Adi,U. Srinivas,0.505,0.684,5,-8.653,0,0.632,100.781,4,0
4819,1638,The Adventure,Angels & Airwaves,0.543,0.878,11,-5.994,1,0.189,144.157,4,1
4820,715,The Aftermath,Origin,0.366,0.94,1,-8.244,1,0.142,130.224,4,0
4821,1813,The All Spark,Steve Jablonsky,0.35,0.307,2,-17.469,0,0.296,150.223,4,0
4822,5864,The Anthem,Good Charlotte,0.494,0.939,1,-3.127,1,0.893,177.751,4,1
4823,3437,The Anthem,Pitbull Featuring Lil Jon,0.793,0.781,10,-4.277,0,0.883,123.996,4,1
4824,3541,The Approaching Night,Philip Wesley,0.429,0.0997,0,-23.883,1,0.0804,93.229,4,0
4825,5465,The Arcane Dominion,Eluveitie,0.342,0.936,7,-4.689,0,0.0377,90.008,4,0
4826,4376,The Baby,Blake Shelton,0.502,0.533,4,-6.983,1,0.281,86.406,4,1
4827,5622,The Baby Boy,Harry Belafonte,0.601,0.0288,4,-21.441,1,0.515,127.622,4,0
4828,4562,The Bad Touch,Bloodhound Gang,0.831,0.735,0,-6.254,0,0.97,122.979,4,1
4829,2540,The Bass-Line Generator,Raymond Scott,0.572,0.235,10,-24.173,0,0.491,119.194,4,0
4830,918,"The Beast and Dragon, Adored",Spoon,0.677,0.51,5,-6.087,1,0.423,127.131,4,0
4831,3574,The Best Day,George Strait,0.647,0.49,9,-5.044,1,0.298,132.336,4,1
4832,4395,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",0.662,0.536,0,-7.679,1,0.302,111.845,4,1
4833,270,The Big Heavy Metal,Massacration,0.268,0.827,11,-4.755,1,0.618,148.714,4,0
4834,3226,The Bird Rock,Three Weird Sisters,0.256,0.36,4,-12.427,0,0.24,152.141,3,0
4835,987,The Black Cat - Alt. Take,London After Midnight,0.628,0.671,5,-6.273,1,0.291,112.016,3,0
4836,5208,The Bleeding Baroness,Candlemass,0.17,0.873,9,-3.234,1,0.406,103.496,4,0
4837,459,The Book of Heavy Metal (March of the Metallians),Dream Evil,0.386,0.944,0,-4.334,1,0.374,154.175,4,0
4838,4948,The Book of Love,The Monotones,0.428,0.594,10,-12.716,1,0.556,198.67,4,0
4839,213,The Boss,Rick Ross Featuring T-Pain,0.431,0.842,7,-4.072,1,0.61,83.66,4,1
4840,900,The Boys Of Summer,The Ataris,0.251,0.954,6,-2.879,1,0.264,191.059,4,1
4841,262,"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,0.131,0.137,2,-20.553,1,0.0465,78.577,4,0
4842,3183,The Business,Yung Berg Featuring Casha,0.63,0.726,7,-5.372,1,0.327,133.317,4,1
4843,2743,The Call,Backstreet Boys,0.696,0.874,10,-3.318,0,0.747,104.196,4,1
4844,1376,The Carnival Is Over,Dead Can Dance,0.488,0.297,3,-12.993,1,0.207,148.881,4,0
4845,1006,The Carpal Tunnel Of Love,Fall Out Boy,0.466,0.941,2,-2.82,0,0.599,140.765,4,1
4846,2477,The Chain Of Love,Clay Walker,0.533,0.315,2,-14.349,1,0.316,140.918,4,1
4847,5114,The Chemicals Between Us,Bush,0.512,0.958,7,-3.979,1,0.39,97.715,4,1
4848,3228,The Christmas Shoes,NewSong,0.438,0.386,4,-10.024,1,0.281,131.926,4,1
4849,5161,The Clansman - Live at Rock in Rio; 2015 Remastered Version,Iron Maiden,0.131,0.916,2,-6.651,1,0.27,78.142,4,0
4850,765,The Climb,Miley Cyrus,0.327,0.588,4,-6.611,1,0.329,161.074,4,1
4851,5148,The Clock of Distant Dreams,Sephiroth,0.542,0.461,0,-18.824,1,0.0983,84.008,4,0
4852,2073,The Clockwise Witness,DeVotchKa,0.678,0.652,10,-9.129,1,0.736,139.972,4,0
4853,617,The Clown,Novalis Deux,0.528,0.961,0,-5.084,1,0.602,135.027,4,0
4854,1685,The Cowboy In Me,Tim McGraw,0.488,0.569,2,-7.323,1,0.153,71.92,4,1
4855,627,The Crystal Palace,Forlorn,0.423,0.954,4,-7.985,0,0.0639,129.993,3,0
4856,185,The Curly Shuffle,Jump 'N' The Saddle Band,0.632,0.484,9,-11.772,1,0.873,80.687,4,0
4857,4147,The D. Trance Anthem,Gary D.,0.663,0.994,9,-8.361,1,0.0963,159.982,4,0
4858,4242,The Day - We Fell in Love,Appaloosa,0.53,0.622,0,-5.535,1,0.142,105.985,4,0
4859,4475,The Day That Never Comes,Metallica,0.334,0.986,4,-1.046,0,0.48,124.668,4,1
4860,3422,The Dead Leaf Echo,Novembers Doom,0.375,0.769,10,-5.996,0,0.264,176.108,3,0
4861,4322,The Death of Love,Cradle Of Filth,0.555,0.959,2,-4.212,0,0.396,109.968,4,0
4862,3660,The Departure,Michael Nyman,0.0766,0.257,2,-14.082,0,0.0418,177.979,3,0
4863,4027,The Derelict,Pirates For Sail,0.535,0.55,4,-8.237,1,0.616,124.658,4,0
4864,3517,The Devil's Plaything,Backworld,0.273,0.159,8,-14.32,0,0.0885,147.52,4,0
4865,1059,The Diary Of Jane,Breaking Benjamin,0.392,0.964,10,-4.441,0,0.269,167.024,4,1
4866,5027,The Difference Between Medicine And Poison Is In The Dose,Circa Survive,0.374,0.739,7,-5.193,0,0.359,148.078,3,0
4867,4714,The Dining Rooms - Flamenco Sketches - New Rhumba Version,Nicola Conte,0.557,0.876,5,-6.985,0,0.425,109.979,4,0
4868,5443,The Disconnect,Tycho,0.678,0.569,9,-11.647,0,0.27,120.012,4,0
4869,5705,The Dreadnought,The Dreadnoughts,0.382,0.904,2,-5.109,1,0.45,114.72,4,0
4870,2020,The Echo,Voxhaul Broadcast,0.471,0.623,1,-5.299,0,0.562,136.201,4,0
4871,546,The Enemy Guns,DeVotchKa,0.52,0.839,11,-7.38,1,0.563,135.145,4,0
4872,122,The Fear,Lily Allen,0.661,0.847,10,-6.948,1,0.522,134.002,4,1
4873,368,The Feel Good Drag,Anberlin,0.342,0.677,5,-11.906,0,0.501,188.6,4,0
4874,1384,The Fight/Your Game,Righteous Jams,0.306,0.971,1,-4.549,1,0.194,143.956,4,0
4875,5645,The Final,Dir En Grey,0.455,0.84,5,-7.469,0,0.462,120.003,4,0
4876,2301,The Final Fantasy,Lalu,0.336,0.921,5,-6.18,0,0.331,134.999,3,0
4877,1239,The First Cut Is The Deepest,Sheryl Crow,0.502,0.719,2,-5.12,1,0.694,159.985,4,1
4878,5094,The First Rebirth - Sunbeam Remix,Trance Allstars,0.492,0.985,11,-6.433,1,0.373,144.992,4,0
4879,2127,The First Vietnamese War,The Black Angels,0.474,0.873,6,-6.537,0,0.61,150.386,4,0
4880,2494,The Fixer,Pearl Jam,0.515,0.934,11,-5.079,0,0.894,152.24,3,1
4881,4288,The Forest Whispers My Name (made famous by Cradle Of Filth),Willow Wisp,0.233,0.976,1,-4.162,1,0.246,131.277,4,0
4882,2054,The Four Temperaments - Paul Hindemith: Theme with Four Variations: The Four Temperaments for Piano and Strings; Cholerisch,Paul Hindemith,0.329,0.0959,0,-23.399,1,0.106,127.877,4,0
4883,3452,The Four Temperaments - Paul Hindemith: Theme with Four Variations: The Four Temperaments for Piano and Strings; Thema,Paul Hindemith,0.243,0.0474,1,-28.231,1,0.0722,143.305,3,0
4884,2277,"The Fox, The Crow And The Cookie",mewithoutYou,0.531,0.879,9,-3.943,1,0.863,92.537,4,0
4885,4480,The Fractal Effect,After The Burial,0.454,0.986,5,-3.927,1,0.163,109.768,4,0
4886,4384,The Freezing Moon,Mayhem,0.156,0.884,2,-10.481,1,0.138,92.544,4,0
4887,4263,The Fruit That Got Away,David Rovics,0.671,0.428,10,-10.272,1,0.552,107.12,4,0
4888,1301,The Gambler,fun.,0.612,0.297,10,-7.571,1,0.46,99.937,4,0
4889,4082,The Game Of Love,Santana Featuring Michelle Branch,0.59,0.929,2,-3.236,1,0.674,119.818,4,1
4890,1510,The Garden's Tale,Volbeat,0.398,0.974,0,-3.925,1,0.369,113.461,4,0
4891,4213,The Gifts They Gave,Harry Belafonte,0.27,0.0915,4,-22.044,1,0.154,120.06,4,0
4892,2059,The Glass House,Terra Ambient,0.15,0.314,2,-16.009,0,0.0363,76.184,5,0
4893,587,The Glory of Rome,Avantasia,0.442,0.941,11,-5.166,1,0.365,90.977,4,0
4894,266,The Gold Torques Of Ulàid,Absu,0.209,0.997,5,-3.253,1,0.29,165.76,4,0
4895,2294,The Gooch,The Cooters,0.415,0.989,0,-4.195,0,0.243,131.732,4,0
4896,4427,The Good Stuff,Kenny Chesney,0.612,0.62,7,-9.785,1,0.502,143.78,4,1
4897,796,The Goose Is Getting Fat,Jon Kennedy,0.637,0.701,10,-9.885,0,0.637,112.993,4,0
4898,5585,The Grass So Little Has to Do,Ernst Bacon,0.361,0.111,9,-18.902,0,0.321,59.32,4,0
4899,3868,The Great Beyond,R.E.M.,0.329,0.747,10,-6.411,1,0.177,109.701,4,1
4900,1682,The Great Doxology (kiev-pechersk Chant),Kiev Theological Academy & Seminary choir,0.127,0.136,11,-22.76,1,0.035,82.865,3,0
4901,4505,The Great Escape,Boys Like Girls,0.423,0.94,1,-4.012,0,0.505,149.934,4,1
4902,4035,The Greatest Betrayal,Much The Same,0.369,0.93,3,-4.007,0,0.494,97.485,4,0
4903,4303,The Greatest Romance Ever Sold,Prince,0.844,0.457,8,-6.859,1,0.594,90.022,4,1
4904,1877,The Hand Clap,Hurricane Chris Featuring Big Poppa,0.805,0.723,7,-6.808,1,0.641,88.006,4,1
4905,3036,The Hand That Feeds,Nine Inch Nails,0.587,0.99,0,-4.496,1,0.486,127.992,4,1
4906,2524,The Hardcore Massive,Scooter,0.688,0.995,8,-6.518,1,0.159,145.996,4,0
4907,658,The Hardcore Massive,Scooter,0.688,0.995,8,-6.518,1,0.159,145.996,4,0
4908,2268,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),2Gether,0.83,0.948,9,-3.973,0,0.931,111.993,4,1
4909,2677,The Harlot's Lie,Novembers Doom,0.241,0.986,6,-5.032,1,0.199,105.118,3,0
4910,5308,The Heart Asks Pleasure First/The Promise (Edit),Michael Nyman,0.174,0.254,9,-16.058,0,0.213,177.605,3,0
4911,4671,"The Hebrides, Op. 26, ""Fingal's Cave""",Felix Mendelssohn,0.224,0.0965,11,-19.165,0,0.0442,118.284,4,0
4912,4122,The Hook,Stephen Malkmus,0.509,0.779,11,-7.133,0,0.933,203.531,4,0
4913,1245,The Horror,RJD2,0.558,0.894,1,-1.334,1,0.386,95.042,4,0
4914,3488,The Hours,Philip Glass,0.41,0.125,7,-21.216,0,0.0351,103.984,4,0
4915,326,The House Of Lost Hope,Joey Fehrenbach,0.741,0.806,5,-7.565,0,0.97,110.002,4,0
4916,3172,The Hunter,Derdian,0.345,0.989,11,-2.557,1,0.184,200.046,4,0
4917,4184,The Hymn of Metal Land,Massacration,0.308,0.9,1,-6.267,0,0.533,117.398,4,0
4918,2157,The Impaler,Winds of Plague,0.264,0.947,2,-4.116,1,0.0829,110.523,3,0
4919,3448,The Impossible,Joe Nichols,0.617,0.504,9,-6.702,1,0.197,77.988,4,1
4920,3433,The Incredible Flutist : 1. Introduction: Siesta in the Market Place,Walter Piston,0.083,0.0524,9,-27.599,1,0.0423,173.215,1,0
4921,2274,The Itch,Vitamin C,0.694,0.947,11,-3.91,0,0.518,105.019,4,1
4922,5805,The Jump Off,Lil' Kim Featuring Mr. Cheeks,0.837,0.736,10,-8.367,0,0.905,104.907,4,1
4923,2516,The Kill (Bury Me),Thirty Seconds To Mars,0.303,0.926,4,-3.945,0,0.272,182.915,3,1
4924,3001,The Kiss,Nicholas Hooper,0.11,0.0114,3,-30.483,1,0.0342,91.484,4,0
4925,2288,The Knife: Heartbeats (Rex The Dog Remix),Rex The Dog,0.784,0.481,8,-10.023,1,0.709,117.014,4,0
4926,349,The Lamb,John Tavener,0.133,0.0312,4,-35.098,0,0.0361,75.058,4,0
4927,2077,The Land of Hope and Glory,Turisas,0.176,0.826,5,-6.586,0,0.384,84.997,4,0
4928,519,The Land of Hope and Glory,Turisas,0.179,0.84,5,-6.63,0,0.357,85.025,4,0
4929,5107,The Last Samurai,Koan,0.569,0.675,1,-9.815,0,0.213,160.0,4,0
4930,2050,The Late Great Cassiopia,The Essex Green,0.459,0.856,4,-5.326,1,0.489,158.62,4,0
4931,1667,The Legacy - 2015 Remaster,Iron Maiden,0.328,0.928,2,-5.839,0,0.15,148.276,4,0
4932,5318,The Legend of the Rent Is Way Hardcore,Here Comes The Kraken,0.307,0.899,8,-3.42,1,0.187,125.508,4,0
4933,2103,The Light,Common,0.938,0.646,7,-6.309,1,0.662,97.009,4,1
4934,314,The Light,The Album Leaf,0.176,0.123,1,-16.596,1,0.0388,109.536,5,0
4935,404,The Little Girl,John Michael Montgomery,0.658,0.434,1,-8.527,1,0.218,83.921,4,1
4936,1078,The Long Goodbye,Brooks & Dunn,0.498,0.619,8,-5.939,1,0.569,145.384,4,1
4937,996,The Lord of the Wasteland,Toxic Holocaust,0.181,0.959,2,-4.565,1,0.344,192.771,4,0
4938,4065,The Lord's Prayer,John Tavener,0.164,0.0106,5,-41.086,1,0.0358,109.977,4,0
4939,3955,The Love Song,Jeff Bates,0.519,0.458,8,-6.433,1,0.362,130.02,4,1
4940,374,The Lucky One,Faith Hill,0.677,0.864,5,-4.062,1,0.69,119.981,4,1
4941,3465,The Messenger,Turisas,0.127,0.879,7,-5.77,1,0.257,79.875,4,0
4942,2499,The Messenger,Turisas,0.223,0.889,7,-5.76,1,0.282,119.613,4,0
4943,2901,The Metal Age (Live),Hammerfall,0.182,0.959,6,-5.601,1,0.142,157.132,4,0
4944,5356,The Middle,Jimmy Eat World,0.643,0.849,2,-5.428,1,0.903,162.152,4,1
4945,2965,The Mighty Rio Grande,This Will Destroy You,0.263,0.171,1,-11.748,1,0.038,111.995,4,0
4946,507,The Ministry of Magic,Nicholas Hooper,0.229,0.0476,8,-17.752,1,0.0442,85.037,3,0
4947,1427,The Misshapen Steed,Agalloch,0.13,0.18,2,-20.616,0,0.139,76.975,4,0
4948,4580,The Mower,Halford,0.492,0.798,2,-8.868,1,0.174,132.88,4,0
4949,3534,The Music Scene,Blockhead,0.69,0.656,7,-10.46,1,0.611,99.997,4,0
4950,2185,The New Shame of Punk,Nine Eleven,0.374,0.962,2,-3.505,1,0.26,75.033,4,0
4951,749,The Next Episode,Dr. Dre Featuring Snoop Dogg,0.922,0.909,10,-2.429,0,0.309,95.295,4,1
4952,4241,The Night,Scooter,0.52,0.948,8,-5.242,0,0.478,142.984,4,0
4953,5715,The Nomad - 2015 Remaster,Iron Maiden,0.338,0.915,9,-3.98,1,0.404,128.853,4,0
4954,3487,The Number of the Beast - 1998 Remaster,Iron Maiden,0.406,0.925,2,-5.56,0,0.349,99.558,4,0
4955,1476,The One,Mary J. Blige Featuring Drake,0.413,0.807,11,-3.499,0,0.438,149.33,4,1
4956,5448,The One,Gary Allan,0.594,0.601,8,-9.036,1,0.66,136.11,4,1
4957,4461,The One,Rebel Souljahz,0.826,0.514,2,-6.275,1,0.884,141.859,4,0
4958,2982,The One,Backstreet Boys,0.663,0.934,5,-4.227,0,0.621,110.031,4,1
4959,805,The One You Love,Paulina Rubio,0.577,0.881,5,-3.919,1,0.678,91.885,4,1
4960,3823,The Ones,Aesthetic Perfection,0.527,0.952,6,-6.144,0,0.604,94.016,4,0
4961,2607,The Only Difference Between Martyrdom And Suicide Is Press Coverage,Panic! At The Disco,0.517,0.93,6,-3.902,0,0.696,170.068,4,1
4962,1522,The Optimist,Skinless,0.166,0.9,6,-8.536,0,0.357,173.902,4,0
4963,97,The Orange Fox Waits,Robin Spielberg,0.441,0.0712,2,-21.625,1,0.157,94.35,4,0
4964,5009,The Outsider,A Perfect Circle,0.328,0.842,6,-6.644,1,0.422,113.329,4,1
4965,1218,The Pale Haunt Departure,Novembers Doom,0.506,0.968,1,-5.509,1,0.0992,109.564,3,0
4966,4895,The Party's Just Begun,The Cheetah Girls,0.751,0.845,1,-4.444,1,0.927,103.995,4,1
4967,4256,The Path to Decay,Sirenia,0.339,0.935,1,-4.646,0,0.147,171.96,4,0
4968,3905,The Phantom Of the Opera,Andrew Lloyd Webber,0.444,0.608,2,-12.175,0,0.354,119.985,4,0
4969,2418,The Pick Of Destiny,Tenacious D,0.623,0.938,0,-4.161,1,0.308,112.022,4,1
4970,734,The Pilgrim - 2015 Remaster,Iron Maiden,0.308,0.934,9,-4.145,0,0.541,97.848,4,0
4971,3457,The Plug,Bonobo,0.644,0.432,10,-10.91,0,0.0863,87.029,4,0
4972,4071,The Poet Acts,Philip Glass,0.249,0.0279,7,-29.617,0,0.037,84.122,3,0
4973,347,The Portal Of Doom,Runemagick,0.281,0.392,0,-9.238,1,0.0697,75.048,3,0
4974,1939,The Predicted Future,Ragnarok,0.197,0.996,7,-5.653,1,0.0359,144.532,4,0
4975,393,The Pretender,Foo Fighters,0.433,0.959,9,-4.04,1,0.365,172.984,4,1
4976,4336,The Price of Beauty,Suicide Silence,0.338,0.989,1,-3.294,1,0.455,114.269,4,0
4977,1485,The Promise and The Threat,Evans Blue,0.387,0.9,8,-4.918,0,0.491,150.065,4,0
4978,2636,The Prophecy,Opera IX,0.343,0.943,4,-5.086,0,0.37,130.028,4,0
4979,2371,The Protocols Of Anti-Sound,Magrudergrind,0.174,0.867,7,-4.843,1,0.117,100.455,4,0
4980,3635,The Queen of All Everything,Ott,0.544,0.524,11,-10.96,0,0.0991,134.042,4,0
4981,409,The Quidditch World Cup,Patrick Doyle,0.389,0.539,8,-14.537,1,0.355,129.877,4,0
4982,4658,The Quittin' Kind,Joe Diffie,0.595,0.904,7,-4.803,1,0.6,102.002,4,1
