index,Track,Artist,Danceability,Energy,Key,Loudness,Mode,Valence,Tempo,Time Signature,Target
4893,Silent Night,Harry Belafonte,0.315,0.0685,0,-21.441,1,0.18,89.775,3,0
2026,Silent Night Rock,Los Straitjackets,0.58,0.661,0,-9.123,1,0.647,88.766,3,0
4610,Silent Shout,The Knife,0.599,0.709,2,-10.565,1,0.387,128.561,4,0
1983,Silent Veil of My Doom,Tears of Mankind,0.223,0.423,11,-8.117,0,0.205,61.923,4,0
2323,Silenzio: II,Sofia Gubaidulina,0.0684,0.00598,2,-34.756,0,0.0324,75.155,3,0
3335,Silla De Metal,Sherpa,0.338,0.93,1,-6.172,1,0.324,139.14,4,0
2063,Silouans Song,Arvo Pärt,0.16,0.088,5,-19.288,0,0.0353,85.135,4,0
2433,Simple Kind Of Life,No Doubt,0.576,0.849,0,-5.199,1,0.482,120.0,4,1
4420,Simple Life,Carolyn Dawn Johnson,0.608,0.822,2,-3.32,1,0.587,100.007,4,1
5104,Since I Fell For You (Featuring Mike Noyce),Eau Claire Memorial Jazz I,0.384,0.54,7,-10.939,0,0.394,95.095,1,0
1259,Since U Been Gone,Kelly Clarkson,0.662,0.741,0,-5.406,1,0.404,131.0,4,1
1134,Since U Been Gone,A Day To Remember,0.625,0.951,3,-5.209,1,0.721,128.01,4,0
5347,Sing For The Moment,Eminem,0.668,0.824,5,-4.164,0,0.185,163.961,4,1
4993,Singe - Nu-Skool Mix,Metropolitan Jazz Affair,0.678,0.656,0,-6.785,1,0.74,118.007,4,0
3264,Single,Natasha Bedingfield,0.621,0.644,2,-5.624,1,0.526,168.015,4,1
4665,Single For The Rest Of My Life,Isyss,0.721,0.717,6,-8.095,1,0.805,147.655,4,1
514,Sink Venice,Ikara Colt,0.101,0.939,2,-4.936,1,0.189,178.614,4,0
109,Sinking,Incendiary,0.209,0.923,7,-3.286,1,0.42,93.347,4,0
5639,Sirena,Faun,0.537,0.631,7,-12.199,1,0.158,134.96,5,0
2380,Sismo,División Minúscula,0.568,0.754,10,-4.77,1,0.671,80.022,4,0
1076,Sissy's Song,Alan Jackson,0.721,0.253,5,-12.582,1,0.43,92.089,4,1
5180,Sister Jack,Spoon,0.479,0.94,7,-4.111,1,0.743,132.55,4,0
4258,Sisu Sinivalkoinen,Sotajumala,0.399,0.958,4,-5.625,0,0.139,105.191,4,0
1999,Sittin' Sidewayz,Paul Wall Featuring Big Pokey,0.721,0.621,1,-4.378,1,0.568,159.967,4,1
5761,"Sitting, Waiting, Wishing",Jack Johnson,0.765,0.535,0,-7.229,1,0.548,105.019,4,1
5387,Situations,Edo. G,0.486,0.657,1,-10.004,1,0.865,86.772,4,0
13,Six-Pack Summer,Phil Vassar,0.725,0.733,0,-6.66,1,0.843,100.311,4,1
3140,"Sixteenth Century French Dances:Basse Dance ""Au Pres De Vous""",Michael Praetorius,0.352,0.0185,0,-30.023,1,0.609,80.617,3,0
652,Size Matters (Someday),Joe Nichols,0.562,0.754,5,-5.163,1,0.676,175.021,4,1
2160,Sk8er Boi,Avril Lavigne,0.487,0.9,0,-4.417,1,0.484,149.937,4,1
429,Ska-Boom!,The Fad,0.478,0.973,0,-4.952,1,0.865,169.963,4,0
2205,Skin (Sarabeth),Rascal Flatts,0.484,0.299,2,-9.903,1,0.232,139.87,3,1
2680,Skin Coffin,Psycroptic,0.347,0.969,7,-5.863,1,0.18,115.906,4,0
4604,Skinned and Fucked,Ingested,0.301,0.978,9,-5.534,1,0.231,133.04,4,0
5251,Skirmish,Midnight Syndicate,0.544,0.311,2,-17.458,0,0.664,120.047,4,0
1917,Skizzy Biz,Synapscape,0.599,0.663,1,-7.076,1,0.335,134.31,4,0
971,Skull Creek Logger,The Wages of Sin,0.411,0.9,0,-4.079,1,0.921,162.003,4,0
4223,Slam Pig,Amputated,0.417,0.804,1,-6.915,1,0.211,111.524,4,0
2841,"Slanias Song - Live At Metal Camp, 2008",Eluveitie,0.251,0.884,8,-9.425,1,0.362,179.895,4,0
714,Slaughtered Corpse,Slaughter Lord,0.172,0.889,2,-10.191,1,0.174,117.694,4,0
2783,Slave,Spiritual Front,0.507,0.633,9,-7.93,0,0.411,92.558,3,0
2030,Sleazy Bed Track - BBC Evening Session 1998,The Bluetones,0.276,0.555,11,-8.821,0,0.356,147.935,4,0
5169,Sleazy Street,Sopwith Camel,0.528,0.454,5,-11.891,1,0.628,123.825,4,0
1883,Sleep On It,Danity Kane,0.749,0.595,2,-7.721,1,0.819,161.986,4,1
2284,Sleepwalker,The Wallflowers,0.534,0.892,4,-5.04,0,0.749,128.834,4,1
85,Sleepy Silver Door,Dead Meadow,0.365,0.632,11,-6.574,1,0.289,129.545,4,0
1075,Slither,Velvet Revolver,0.478,0.974,7,-3.866,1,0.268,141.077,4,1
3131,Slo_Drum,Ultra Milkmaids,0.215,0.685,4,-10.622,0,0.0771,61.246,4,0
5144,Slow,Kylie Minogue,0.772,0.845,6,-8.082,1,0.573,114.997,4,1
4888,Slow - Grad Big Room Mix,Bobina,0.876,0.747,8,-7.333,1,0.675,127.016,4,0
3676,Slow - Grad Big Room Mix,Bobina,0.876,0.747,8,-7.333,1,0.675,127.016,4,0
3199,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,0.559,0.733,2,-5.659,0,0.611,145.115,4,1
4832,Slow Motion,Juvenile Featuring Soulja Slim,0.713,0.734,0,-4.894,0,0.891,172.871,4,1
5658,Smack That,Akon Featuring Eminem,0.939,0.742,5,-5.171,0,0.924,118.978,4,1
799,Small Town Southern Man,Alan Jackson,0.683,0.438,3,-12.433,1,0.568,132.951,4,1
615,Small Town USA,Justin Moore,0.593,0.601,6,-5.996,1,0.531,131.929,4,1
4533,Smash Racism,Nausea,0.356,0.982,11,-5.775,0,0.288,128.172,4,0
4137,Smash Racism,Nausea,0.349,0.965,11,-7.033,1,0.404,133.82,4,0
2303,Smashing the Traitors,Lugubre,0.1,0.992,7,-3.379,1,0.0334,160.369,4,0
810,Smells Like Teen Spirit,The Bad Plus,0.384,0.729,5,-9.379,0,0.398,105.067,4,0
1436,Smile,Lily Allen,0.632,0.639,5,-5.938,1,0.733,95.506,4,1
5132,Smile,Lonestar,0.467,0.492,7,-8.908,1,0.156,74.945,4,1
2038,Smile,Uncle Kracker,0.541,0.812,4,-3.764,1,0.607,141.056,4,1
3697,Smoke Rings In The Dark,Gary Allan,0.534,0.596,2,-7.148,1,0.147,114.957,4,1
1229,Smooth,Santana Featuring Rob Thomas,0.609,0.923,9,-3.908,1,0.961,115.996,4,1
1240,Smooth Criminal,Alien Ant Farm,0.653,0.964,9,-4.261,0,0.87,126.928,4,1
655,Snap Yo Fingers,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,0.835,0.757,8,-5.029,0,0.626,82.038,4,1
2373,"Snehidhane, Pt. 1",Sadhana Sargam,0.545,0.343,5,-13.671,0,0.416,103.961,4,0
559,Snoop Dogg,Snoop Dogg,0.856,0.804,1,-6.148,1,0.83,107.377,4,1
1904,Snow ((Hey Oh)),Red Hot Chili Peppers,0.427,0.9,11,-3.674,1,0.599,104.655,4,1
1786,Snubbarna På Kungstorgskaféet,Björn Rosenström,0.503,0.91,1,-2.462,0,0.982,165.497,4,0
5719,So Cold,Breaking Benjamin,0.49,0.774,0,-5.436,0,0.297,153.048,4,1
5127,So Far Away,Staind,0.407,0.896,6,-2.935,1,0.156,138.697,3,1
413,"So Far, So Good... So What",CIV,0.512,0.93,7,-4.65,1,0.75,156.488,4,0
4099,So Fine,Sean Paul,0.875,0.843,6,-3.292,0,0.586,136.974,4,1
2246,So Fly,NB Ridaz Featuring Gemini,0.861,0.519,2,-6.404,1,0.519,81.966,4,1
3941,So Fly,Slim Featuring Yung Joc,0.784,0.559,2,-4.862,1,0.698,90.994,4,1
783,"So Fresh, So Clean",OutKast,0.725,0.64,5,-7.905,0,0.915,166.029,3,1
2006,So Gone,Monica,0.618,0.552,8,-6.863,1,0.586,81.975,4,1
2502,So In Love With Two,Mikaila,0.779,0.788,2,-4.63,0,0.791,119.999,4,1
2843,So Insane,Discovery,0.638,0.6,1,-5.637,1,0.649,110.011,4,0
3372,"So Long, Lonesome",Explosions In The Sky,0.436,0.363,6,-12.313,1,0.04,104.999,3,0
4903,So Magical,A Touch Of Class,0.638,0.879,10,-8.074,0,0.528,133.008,4,0
2588,So Much Better,Laura Bell Bundy,0.587,0.59,2,-10.221,1,0.426,78.701,4,0
4196,So Much More,Fat Joe,0.599,0.791,1,-5.987,1,0.708,97.628,4,1
4908,So Seductive,Tony Yayo Featuring 50 Cent,0.569,0.869,8,-3.351,1,0.707,96.07,4,1
5059,So Sexy,Twista Featuring R. Kelly,0.868,0.805,11,-3.218,0,0.544,143.983,4,1
3086,So Sick,Arythma,0.41,0.883,6,-5.648,1,0.518,158.102,4,0
3416,So Sick,Ne-Yo,0.452,0.574,6,-8.336,1,0.58,92.791,4,1
3229,So Small,Carrie Underwood,0.426,0.784,3,-3.225,1,0.272,147.939,3,1
3761,So What,Field Mob Featuring Ciara,0.931,0.486,6,-10.558,1,0.896,120.026,4,1
2314,So What,P!nk,0.534,0.87,11,-3.078,0,0.462,126.019,4,1
3722,So Yesterday,Hilary Duff,0.552,0.802,0,-3.799,1,0.776,78.208,4,1
2211,Soak Up The Sun,Sheryl Crow,0.717,0.733,4,-4.985,1,0.713,119.996,4,1
2583,Sober,P!nk,0.612,0.797,6,-4.896,1,0.373,90.95,4,1
5137,Soffia la notte,Fabrizio Paterlini,0.302,0.405,4,-16.077,0,0.213,110.259,4,0
639,Sognare,División Minúscula,0.568,0.734,10,-4.108,1,0.642,99.993,4,0
2083,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,0.878,0.417,7,-6.799,1,0.904,77.49,4,1
3196,Solitaire,Clay Aiken,0.267,0.619,9,-5.392,1,0.185,146.1,4,1
503,"Solstice, Part 1: Garden Of The Sun",Lou Harrison,0.17,0.0672,4,-25.958,1,0.178,103.401,4,0
44,Some Beach,Blake Shelton,0.787,0.765,0,-6.331,1,0.964,115.979,4,1
1890,Some Cut,Trillville Featuring Cutty,0.901,0.512,1,-6.468,1,0.638,85.012,4,1
2577,Some Days You Gotta Dance,Dixie Chicks,0.626,0.903,4,-8.072,1,0.909,170.229,4,1
381,Some Girls (Dance With Women),JC Chasez Featuring Dirt McGirt,0.872,0.838,6,-6.687,1,0.932,98.011,4,1
101,Some People Change,Montgomery Gentry,0.55,0.61,2,-6.358,1,0.357,168.186,4,1
4396,Some Things Never Change,Tim McGraw,0.545,0.61,4,-6.396,1,0.415,89.924,4,1
537,Somebody,Reba McEntire,0.544,0.169,1,-17.224,1,0.39,98.649,4,1
1183,Somebody (Uppermost Club Edit) - Uppermost Vs Antillas,Uppermost,0.794,0.684,11,-7.466,0,0.257,128.002,4,0
3170,Somebody Like You,Keith Urban,0.624,0.84,4,-5.768,1,0.656,111.02,4,1
1177,Somebody Told Me,The Killers,0.509,0.987,10,-3.198,0,0.647,138.039,4,1
5438,Somebody's Hero,Jamie O'Neal,0.493,0.735,1,-6.012,1,0.626,164.059,4,1
1712,Somebody's Story,Solomun,0.71,0.654,3,-12.174,0,0.579,123.998,4,0
1681,Someday,Nickelback,0.455,0.858,11,-5.659,0,0.597,163.118,4,1
4699,Someday,Rob Thomas,0.573,0.905,10,-5.954,1,0.683,135.943,4,1
30,Someday,Sugar Ray,0.743,0.67,1,-4.547,0,0.934,110.832,4,1
2306,Someday Out Of The Blue,Elton John,0.571,0.83,10,-6.757,1,0.483,159.872,4,1
1141,Someone To Love You,Ruff Endz,0.637,0.678,8,-2.21,1,0.426,77.928,1,1
1865,Something,Lasgo,0.643,0.981,7,-6.644,0,0.38,140.01,4,1
480,Something More,Sugarland,0.613,0.857,4,-4.46,1,0.349,102.261,4,1
4915,Something To Be Proud Of,Montgomery Gentry,0.645,0.693,0,-6.481,1,0.553,97.555,4,1
5694,Something's Gotta Give,LeAnn Rimes,0.647,0.85,2,-3.464,1,0.471,109.002,4,1
1935,Sometimes You Can't Make It On Your Own,U2,0.53,0.597,2,-5.652,1,0.346,96.0,4,1
396,Somewhere I Belong,Linkin Park,0.451,0.951,1,-3.754,1,0.442,162.065,4,1
4996,Somewhere Only We Know,Keane,0.452,0.655,9,-4.22,1,0.368,172.012,4,1
2818,Somewhere Out There,Our Lady Peace,0.388,0.746,1,-5.306,1,0.458,159.675,4,1
2548,Somewhere Over The Rainbow,Katharine McPhee,0.43,0.203,8,-10.425,1,0.105,119.884,4,1
520,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",0.887,0.759,9,-5.762,0,0.488,104.471,4,1
4150,Sonatas and Interludes for Prepared Piano: First Interlude,John Cage,0.597,0.192,5,-31.006,0,0.164,124.119,4,0
2852,Sonatine for Clarinet and Piano: II. Andantino,Malcolm Arnold,0.275,0.00411,9,-30.842,0,0.332,139.468,3,0
2654,Sonatine for Clarinet and Piano: III. Furioso,Malcolm Arnold,0.475,0.214,2,-18.988,0,0.264,149.031,3,0
5284,Song For The Lonely,Cher,0.548,0.915,0,-7.01,1,0.38,129.972,4,1
3978,Song for Athene,John Tavener,0.183,0.00598,5,-30.583,1,0.0371,84.275,3,0
2237,Song of a Leprechaun,Paddy And The Rats,0.367,0.946,7,-2.574,1,0.874,160.145,4,0
5021,Songs About Me,Trace Adkins,0.582,0.901,0,-3.044,1,0.391,117.943,4,1
4470,Songs About Rain,Gary Allan,0.57,0.664,7,-4.997,1,0.214,121.316,3,1
4867,"Songs Without Words, Book VI Opus 67: No. 2 in F-Sharp Minor",Felix Mendelssohn,0.262,0.0868,6,-26.318,0,0.503,68.904,4,0
875,Sonic Heroes,Crush 40,0.312,0.924,10,-5.738,1,0.465,188.226,4,0
3667,Soon Cometh The Day,The Deal,0.172,0.997,2,-2.487,1,0.263,138.559,4,0
5709,Sooner Or Later - Rubble Mix,Trifonic,0.47,0.778,5,-6.709,0,0.209,191.994,4,0
2397,Sooner or Later,Trifonic,0.477,0.704,0,-6.176,0,0.159,192.005,4,0
1659,Sorairo Days,Shoko Nakagawa,0.398,0.971,11,-2.873,0,0.502,174.021,4,0
1011,Sorrow,Lisa Gerrard,0.2,0.133,8,-23.052,1,0.0433,84.544,4,0
1175,"Sorrow - From ""Gladiator"" Soundtrack",Lisa Gerrard,0.171,0.145,8,-23.408,1,0.0395,78.36,4,0
3766,Sorry,Madonna,0.589,0.877,0,-6.229,0,0.443,132.971,4,1
5351,Sorry,Buckcherry,0.54,0.773,2,-3.627,1,0.381,130.952,4,1
4742,Sorry 2004,Ruben Studdard,0.721,0.472,9,-7.574,1,0.462,129.964,4,1
3413,Sorry You’re Not a Winner,Enter Shikari,0.254,0.838,9,-11.59,1,0.445,174.518,4,0
2184,"Sorry, Blame It On Me",Akon,0.709,0.65,7,-7.371,1,0.543,176.141,4,1
1594,"Sorry, you're not a winner",Enter Shikari,0.349,0.95,1,-5.5,0,0.429,129.505,3,0
3482,Soul Meets Body,Death Cab For Cutie,0.621,0.853,2,-5.735,0,0.714,128.142,4,1
2052,Soul Music Medley - Live,Lisa McClendon,0.469,0.574,10,-5.974,0,0.315,103.824,4,0
126,Soul Sista,Bilal,0.598,0.412,11,-9.838,1,0.431,146.039,4,1
3331,Soul Survivor,Young Jeezy Featuring Akon,0.682,0.483,10,-7.718,1,0.108,84.012,4,1
2859,Soulja Girl,Soulja Boy Tell'em Featuring I-15,0.578,0.714,11,-3.551,0,0.145,73.007,4,1
5412,Soulmate,Natasha Bedingfield,0.453,0.602,3,-5.56,0,0.349,169.753,4,1
454,Soultrain,Scooter,0.522,0.918,3,-6.773,0,0.247,141.995,4,0
4872,Soulweeper #2,Volbeat,0.544,0.888,3,-4.717,1,0.553,142.439,3,0
38,Sound Of Madness,Shinedown,0.328,0.939,2,-1.654,0,0.329,185.971,4,1
4537,Sound Of The Summer,Jazz Juice,0.777,0.887,0,-11.028,1,0.785,111.008,4,0
3953,Sounds Like Life To Me,Darryl Worley,0.532,0.596,2,-6.512,1,0.418,85.944,4,1
4211,Soundtrack To The Soul - Slow Motion Mix,Kaskade,0.627,0.46,2,-7.6,0,0.307,124.94,4,0
3607,Sour Girl,Stone Temple Pilots,0.394,0.663,0,-6.619,1,0.737,207.575,4,1
1515,South Side,Moby Featuring Gwen Stefani,0.61,0.723,4,-7.572,1,0.45,97.147,4,1
1496,South Side,Moby,0.61,0.723,4,-7.572,1,0.45,97.147,4,0
5815,Southern Hospitality,Ludacris,0.827,0.904,0,-4.224,1,0.64,95.193,4,1
850,Southern Voice,Tim McGraw,0.63,0.877,9,-4.106,1,0.758,112.051,4,1
3202,Southside,Lloyd Featuring Ashanti,0.687,0.404,9,-9.481,0,0.448,75.009,3,1
5813,Space Mystery,Raymond Scott,0.318,0.227,6,-18.578,1,0.0344,103.974,1,0
3969,Spalt,Katharina Klement,0.395,0.313,5,-30.511,0,0.0603,90.973,4,0
3509,Spanish Guitar,Toni Braxton,0.624,0.562,9,-6.504,0,0.38,120.043,4,1
3985,Speak,Godsmack,0.401,0.9,7,-6.474,1,0.521,97.99,4,1
951,Special Needs,Placebo,0.301,0.571,8,-10.152,0,0.0412,178.084,4,0
3396,Spectral Rock,Thomas Strønen,0.243,0.261,8,-17.051,1,0.0562,61.213,4,0
3514,Speed,Montgomery Gentry,0.591,0.699,8,-8.169,1,0.325,87.971,4,1
1041,Speed Of Sound,Coldplay,0.523,0.898,11,-6.765,0,0.355,123.085,4,1
2693,Speed of Sound,Halford,0.378,0.938,9,-7.528,1,0.674,174.887,4,0
5240,Speeding Cars,Imogen Heap,0.608,0.433,1,-7.289,1,0.682,83.99,4,0
4981,Sphere Of Hip-Hop - Raw Material Album Version,Mars Ill,0.862,0.754,1,-7.6,1,0.639,88.002,4,0
1887,Spiegel im Spiegel,Arvo Pärt,0.115,0.00281,10,-47.327,1,0.0391,92.832,3,0
3410,Spilling Blood,Necessary Response,0.586,0.584,2,-7.777,1,0.182,124.022,4,0
4891,Spin,Lifehouse,0.467,0.893,1,-3.514,1,0.328,134.772,4,1
3459,Spirit (Wanna Stay Here Forever) - Vocal Mix,Fonzerelli,0.518,0.626,7,-8.318,1,0.111,129.997,4,0
770,Spirited Away - The Sixth Station,Joe Hisaishi,0.314,0.0273,4,-27.306,0,0.0399,77.708,4,0
2315,Spit It Out,Aesthetic Perfection,0.431,0.985,6,-4.732,0,0.532,139.979,4,0
292,Splash Waterfalls,Ludacris,0.728,0.846,6,-6.102,1,0.702,145.813,4,1
2907,Spoken Roses,John Foxx,0.179,0.0403,1,-29.98,1,0.0362,68.979,4,0
2384,Spotlight,Jennifer Hudson,0.707,0.724,11,-3.887,0,0.659,108.984,4,1
2046,Spotlight,Gucci Mane Featuring Usher,0.781,0.806,10,-4.2,0,0.69,125.019,4,1
4318,Sprawling Idiot Effigy,Nero's Day At Disneyland,0.728,0.792,7,-8.651,0,0.22,140.042,4,0
3125,Sprite: Melonball Bounce,Raymond Scott,0.768,0.648,2,-12.307,1,0.493,102.063,4,0
5424,Sree Mahaganapathim - Atana - Adi,Kunnakudi Vaidyanathan,0.461,0.465,4,-13.017,1,0.901,97.971,4,0
3016,Sri Jimi,Prasanna,0.437,0.547,0,-12.16,1,0.979,184.04,3,0
3877,Sri Lalitha Sahasranamam,Mambalam Sisters,0.701,0.247,6,-12.655,1,0.7,118.516,5,0
1673,Sri Ramachandra,Chithra Ramakrishnan,0.507,0.324,4,-11.932,0,0.329,172.127,1,0
3709,Sri Sakalagana - genre: Vocal; Raga: Aarabhi; Tala: Adi,M. Balamuralikrishna,0.549,0.654,2,-11.225,0,0.742,156.995,4,0
1123,Sri Venkatesa Suprabhatam,M. S. Subbulakshmi,0.66,0.301,7,-12.549,1,0.793,101.708,4,0
1375,Sri Venkateshwara Suprabhatham,M. S. Subbulakshmi,0.655,0.404,7,-7.33,1,0.771,100.65,4,0
4669,St. Suliac / Sur La Rance,Nigel Eaton,0.37,0.388,7,-19.848,1,0.0716,100.171,3,0
5776,Stab 'Em,Re-Con,0.352,0.962,7,-5.891,1,0.339,182.552,4,0
2639,Stabwound,Necrophagist,0.28,0.961,2,-7.31,1,0.0807,115.342,3,0
5856,Stacy's Mom,Fountains Of Wayne,0.774,0.75,11,-4.927,0,0.925,118.015,4,1
4689,Stadium Lightz,Sean Slaughter,0.416,0.901,1,-3.539,1,0.541,96.95,4,0
5551,Stained Glass,Danny Schmidt,0.449,0.136,11,-14.46,0,0.354,130.474,3,0
4054,Stairway To Heaven,Dweezil Zappa,0.353,0.328,7,-14.524,1,0.332,146.801,4,0
2330,Stamp on the Ground - Radio Edit,ItaloBrothers,0.622,0.821,11,-7.626,0,0.281,149.998,4,0
5710,Stan,Eminem Featuring Dido,0.78,0.768,6,-4.325,0,0.507,80.063,4,1
1190,Stand,Rascal Flatts,0.603,0.761,0,-4.753,1,0.526,93.858,4,1
345,Stand Up,Ludacris Featuring Shawnna,0.697,0.891,6,-4.372,1,0.684,98.738,4,1
5328,Standing Still,Jewel,0.615,0.68,2,-6.616,1,0.34,123.9,4,1
2131,Standing on the Edge of Summer,Thursday,0.236,0.847,2,-4.534,1,0.376,168.707,4,0
4964,Stanky Legg,GS Boyz,0.761,0.704,11,-5.975,0,0.738,154.007,4,1
5818,Staplegunned,The Spill Canvas,0.655,0.452,1,-8.268,1,0.734,135.425,4,0
2889,Star Spangled Banner,Miri Ben-Ari,0.571,0.49,10,-9.633,1,0.537,98.94,4,0
1908,Starlighter,Jupiter,0.651,0.751,8,-7.422,1,0.844,120.04,4,0
460,Starry Eyed Surprise,Oakenfold Featuring Shifty Shellshock,0.721,0.794,4,-6.134,1,0.562,103.211,4,1
1302,Stars,Switchfoot,0.527,0.976,2,-3.985,1,0.269,131.792,4,1
3240,Stars,The xx,0.676,0.2,9,-17.735,0,0.176,104.016,4,0
4789,Stars Are Blind,Paris Hilton,0.745,0.695,2,-5.076,1,0.519,102.014,4,1
5242,"Stars and Butterflies - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.178,0.0135,7,-28.203,1,0.0392,47.37,4,0
261,Starscapes - Ambient,The American Dollar,0.0768,0.235,7,-14.95,0,0.0366,65.853,4,0
4385,Starstrukk,3OH!3 Featuring Katy Perry,0.607,0.805,11,-5.579,0,0.232,139.894,4,1
4846,Start A Band,Brad Paisley Duet With Keith Urban,0.603,0.849,5,-6.527,1,0.667,122.557,4,1
2807,Start All Over,Miley Cyrus,0.493,0.935,0,-2.763,1,0.347,150.085,4,1
4075,Start The Commotion,The Wiseguys,0.688,0.979,1,-4.196,0,0.958,119.901,4,1
5479,Startin' With Me,Jake Owen,0.487,0.653,11,-5.393,1,0.319,159.42,4,1
829,Starwatcher,Lalu,0.532,0.856,4,-6.672,0,0.216,134.984,5,0
953,Station Waggin,Pretty Balanced,0.731,0.634,10,-10.956,1,0.659,90.52,4,0
1558,Stay,Sugarland,0.549,0.284,4,-8.383,1,0.389,135.632,4,1
27,Stay - 2006 Remaster,Frankie Valli & The Four Seasons,0.735,0.732,10,-8.915,1,0.656,117.58,4,0
3230,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,0.789,0.881,11,-5.758,1,0.647,133.301,4,1
4228,Stay Gone,Jimmy Wayne,0.52,0.515,9,-5.497,1,0.193,142.086,3,1
3705,Stay Or Let It Go,Brian McKnight,0.639,0.57,5,-6.714,0,0.458,79.993,4,1
1699,Stay The Night,IMx,0.585,0.709,11,-5.604,1,0.726,183.22,4,1
2367,Stay With Me (Brass Bed),Josh Gracin,0.434,0.567,1,-7.278,1,0.271,175.845,3,1
1098,Stays In Mexico,Toby Keith,0.655,0.902,9,-3.419,1,0.686,122.975,4,1
4648,"Steady, As She Goes",The Raconteurs,0.524,0.578,9,-4.563,1,0.537,123.669,4,1
1607,Steal My Sunshine,Len,0.413,0.829,4,-11.111,1,0.677,191.477,4,1
3344,Stealing Cinderella,Chuck Wicks,0.486,0.394,8,-8.728,1,0.32,69.467,4,1
188,Steam,Ty Herndon,0.676,0.738,6,-6.693,1,0.697,101.944,4,1
1095,Steel Lords of War,Slaughter Lord,0.19,0.909,10,-10.276,1,0.109,110.298,4,0
1632,Steel Maker,Voltax,0.412,0.932,8,-4.673,0,0.587,96.026,4,0
477,Steine Sind Steine,And One,0.635,0.752,3,-6.906,0,0.961,128.018,4,0
2703,Stella By Starlight,Joe Lovano,0.581,0.163,0,-16.612,0,0.448,88.101,4,0
4262,Step By Step - Big Room Mix,Laidback Luke,0.648,0.875,0,-4.64,0,0.391,128.004,4,0
4110,Step By Step - Big Room Mix,Laidback Luke,0.648,0.875,0,-4.64,0,0.391,128.004,4,0
90,Step Daddy,Hitman Sammy Sam,0.93,0.773,1,-5.98,1,0.348,118.997,4,1
5304,Step In The Name Of Love,R. Kelly,0.775,0.53,1,-6.564,0,0.775,94.985,4,1
5362,Sterile Nails and Thunderbowels,Silencer,0.251,0.839,7,-8.527,0,0.161,143.08,4,0
4972,Steve McQueen,Sheryl Crow,0.555,0.893,0,-3.521,1,0.762,169.966,4,1
5418,Stick To The Status Quo,High School Musical Cast,0.705,0.721,4,-7.083,1,0.819,159.98,4,1
1722,Stickwitu,The Pussycat Dolls,0.655,0.54,9,-6.482,1,0.43,79.983,4,1
4185,Still Ballin,2Pac Featuring Trick Daddy,0.941,0.721,2,-4.921,1,0.707,99.042,4,1
66,Still Broken,Plan Three,0.51,0.881,11,-4.384,0,0.278,91.034,4,0
5711,Still Fly,Big Tymers,0.675,0.607,11,-3.538,1,0.56,177.928,4,1
4950,Still Frame,Trapt,0.445,0.932,4,-4.739,1,0.51,113.945,4,1
3849,Still In Love,Teena Marie Featuring Baby,0.713,0.663,0,-3.749,1,0.903,79.004,4,1
5493,Still On Your Side,BBMak,0.517,0.808,10,-4.519,1,0.52,85.052,4,1
2709,Still Tippin',Mike Jones Featuring Slim Thug & Paul Wall,0.86,0.861,6,-7.131,0,0.79,143.184,4,1
5617,Stingy,Ginuwine,0.622,0.573,1,-6.934,0,0.617,127.132,4,1
1816,"Stockhausen: Tierkreis, for Trumpet und Organ: IX. Waage - Libra (23.09-22.10) - Venus (=71)",Karlheinz Stockhausen,0.183,0.0038,2,-37.328,1,0.0773,69.769,4,0
660,Stole,Kelly Rowland,0.649,0.718,7,-4.984,0,0.477,79.993,4,1
4914,Stolen,Dashboard Confessional,0.636,0.838,3,-3.988,1,0.318,101.584,4,1
5124,Stone Cold Metal,Ensiferum,0.522,0.947,8,-6.684,1,0.266,139.987,4,0
3260,Stop And Stare,OneRepublic,0.492,0.859,4,-4.274,1,0.251,92.474,4,1
3858,Stop and Say You Love Me,Evans Blue,0.462,0.868,9,-4.766,1,0.392,179.997,4,0
4374,Storm,Blackmore's Night,0.6,0.54,0,-7.664,0,0.311,95.981,4,0
2435,Straight Out Of Line,Godsmack,0.374,0.959,7,-4.695,1,0.375,183.66,4,1
5665,Straight Psych,Amon Tobin,0.343,0.549,4,-11.083,1,0.331,169.68,1,0
2608,Strange,Reba,0.457,0.754,11,-4.022,1,0.391,173.978,4,1
2926,Strange Love,Koop,0.752,0.476,7,-9.03,0,0.521,121.979,4,0
234,Strange Things Happening Every Day,Sister Rosetta Tharpe,0.724,0.414,0,-9.952,1,0.737,154.875,4,0
2475,Strange World,Push,0.618,0.843,7,-10.212,1,0.688,139.209,4,0
3079,Stranger In My House,Tamia,0.676,0.601,0,-4.905,1,0.206,119.94,4,1
4227,Street Rock Soul,Suspect Device,0.408,0.965,4,-4.584,1,0.551,131.738,4,0
406,Streetcorner Symphony,Rob Thomas,0.633,0.886,1,-3.892,1,0.753,81.811,4,1
4931,Strength Thru Unity,25 Ta Life,0.374,0.938,11,-4.505,1,0.672,134.18,5,0
